MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,WEATHER_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_DELAY,DELAYED
12,7,2,UA,DFW,SEA,970,0,0,0,0,0
6,17,1,WN,ORD,SFO,1317,34,31,0,0,1
2,15,4,DL,DEN,SEA,586,2,0,0,0,0
11,1,3,UA,JFK,DEN,598,5,0,0,0,0
10,18,2,AS,DFW,SFO,493,28,0,24,0,1
4,26,4,WN,ATL,DFW,1069,49,0,0,41,1
2,12,4,DL,JFK,SFO,1564,0,0,0,0,0
5,15,3,DL,JFK,ORD,667,8,0,0,3,0
9,16,3,DL,SFO,JFK,1536,7,0,0,0,0
3,11,5,AA,DEN,ORD,2316,109,0,65,45,1
8,3,1,DL,ORD,ATL,2141,29,0,0,23,1
6,3,4,UA,LAX,DEN,1640,7,0,0,0,0
12,5,5,AA,DFW,DEN,651,2,0,0,0,0
1,21,6,SW,ATL,LAX,923,28,0,29,0,1
9,11,3,WN,SEA,ATL,2089,8,0,0,0,0
9,3,1,DL,ATL,ORD,940,112,0,89,23,1
7,7,2,SW,ATL,SEA,1152,1,0,0,0,0
10,9,3,DL,SFO,ORD,1608,45,0,0,38,1
4,6,1,AA,SEA,JFK,437,4,0,0,0,0
12,22,2,SW,DEN,ORD,1899,43,40,0,0,1
4,17,1,UA,ATL,ORD,741,7,0,0,0,0
12,11,4,WN,ORD,DEN,1966,2,0,0,0,0
2,20,1,AA,ATL,SFO,204,4,0,0,0,0
8,13,6,SW,ORD,ATL,219,6,0,0,0,0
2,9,4,AS,ATL,DFW,143,1,0,0,0,0
2,21,6,AS,ATL,DEN,715,8,5,0,0,0
5,1,6,SW,JFK,ATL,627,0,0,0,0,0
8,14,7,WN,SEA,LAX,54,11,0,8,0,0
12,10,6,WN,DFW,JFK,1094,70,17,0,44,1
1,21,1,SW,SEA,DEN,2001,4,0,0,0,0
6,3,5,UA,JFK,SEA,1935,0,0,0,0,0
6,24,6,UA,SEA,LAX,1645,0,0,0,0,0
11,25,4,AS,SEA,ORD,1768,22,16,0,0,1
11,15,4,SW,ORD,ATL,1406,5,0,0,0,0
9,21,7,AS,ORD,JFK,2349,7,0,0,0,0
2,27,4,AA,ATL,SFO,425,0,0,0,0,0
12,8,6,AS,SFO,DFW,478,7,0,0,0,0
9,22,7,WN,DFW,SFO,1438,2,0,0,0,0
11,21,4,DL,DFW,SEA,2,10,0,0,0,0
3,3,6,UA,DFW,JFK,1663,1,0,0,0,0
1,1,1,UA,LAX,ORD,760,26,0,0,28,1
7,12,6,WN,ATL,SEA,1229,10,0,0,0,0
11,20,5,AA,JFK,ATL,2047,96,0,89,0,1
9,25,1,WN,SFO,SEA,2008,0,0,0,0,0
8,9,5,AA,LAX,ORD,385,10,0,0,0,0
1,11,3,SW,JFK,LAX,1681,138,43,86,0,1
2,17,2,WN,DEN,SEA,2314,0,0,0,0,0
5,19,1,AS,JFK,LAX,1850,5,0,0,0,0
7,4,6,DL,LAX,ORD,1974,90,0,83,0,1
1,10,2,DL,SFO,JFK,2020,0,0,0,0,0
2,6,2,DL,ATL,DEN,2032,39,0,0,33,1
11,18,1,WN,JFK,ATL,1142,8,0,0,5,0
11,12,4,WN,DFW,LAX,495,14,5,0,0,0
11,18,3,SW,DEN,DFW,273,0,0,0,0,0
9,2,2,DL,ORD,DFW,545,0,0,0,0,0
2,17,6,UA,ATL,DFW,561,1,0,0,0,0
4,22,4,WN,JFK,LAX,405,0,0,0,0,0
3,22,2,SW,ORD,JFK,278,12,0,0,10,0
11,25,4,AS,SFO,LAX,1075,27,0,0,20,1
1,7,6,AS,SFO,DFW,1842,0,0,0,0,0
8,20,7,SW,SEA,SFO,644,0,0,0,0,0
7,20,1,WN,LAX,SFO,347,0,0,0,0,0
6,9,4,UA,JFK,SFO,1398,4,0,0,0,0
8,17,4,WN,ORD,DEN,1380,28,31,0,0,1
5,21,3,UA,DEN,SFO,2103,2,0,0,0,0
10,7,3,UA,DFW,JFK,1372,8,0,0,0,0
11,22,2,SW,ORD,JFK,1208,5,0,0,0,0
4,26,4,SW,ORD,ATL,1193,5,0,0,0,0
3,21,7,WN,SFO,LAX,1604,5,0,0,0,0
3,9,5,AA,DEN,ATL,1542,15,0,0,12,0
8,15,5,SW,DEN,SFO,2324,10,0,0,0,0
10,4,4,WN,SEA,ORD,489,13,0,6,4,0
2,18,5,UA,ORD,JFK,392,0,0,0,0,0
1,4,3,SW,DEN,ORD,1760,3,0,0,0,0
9,12,7,DL,ORD,ATL,2267,25,0,0,24,1
9,20,1,DL,LAX,SFO,1104,33,0,31,0,1
4,15,5,DL,ORD,LAX,1144,7,0,0,0,0
8,7,2,AA,LAX,DEN,1819,7,0,0,0,0
1,18,7,UA,DFW,SEA,2013,0,0,0,0,0
8,17,5,WN,JFK,DEN,841,7,0,0,0,0
3,26,4,DL,DFW,ORD,1446,2,0,0,0,0
7,20,4,AA,DFW,SEA,264,6,0,0,0,0
6,13,1,WN,SEA,SFO,1824,35,0,32,0,1
6,9,4,DL,ORD,LAX,2118,7,0,0,0,0
6,2,7,DL,LAX,SEA,650,47,44,0,0,1
8,5,3,DL,SEA,ORD,761,2,0,0,0,0
2,20,1,SW,ORD,DFW,2244,2,0,0,1,0
10,23,1,AA,LAX,DFW,732,6,0,0,0,0
12,6,2,SW,ORD,LAX,35,0,0,0,0,0
9,17,1,WN,ORD,LAX,198,6,0,0,0,0
10,26,3,WN,DFW,DEN,717,34,0,0,38,1
2,13,2,AA,DEN,DFW,2166,7,0,0,0,0
9,15,6,SW,SFO,JFK,1659,10,0,0,0,0
3,26,1,DL,LAX,SFO,1505,56,0,52,0,1
6,1,3,WN,DFW,JFK,65,9,0,0,0,0
10,26,7,AS,ORD,SEA,1236,32,0,29,0,1
8,13,4,AS,JFK,ORD,838,7,0,0,9,0
5,12,1,UA,JFK,DFW,1775,28,18,0,0,1
1,28,7,WN,LAX,DFW,1357,5,0,0,6,0
12,23,5,UA,ATL,LAX,2086,30,0,0,25,1
10,15,3,SW,SFO,ORD,1507,43,33,0,0,1
7,25,5,AA,LAX,ORD,1547,3,0,0,0,0
3,5,7,DL,LAX,SFO,1572,0,0,0,0,0
4,14,5,DL,SEA,JFK,621,1,0,0,0,0
1,3,2,AA,DEN,SEA,1976,0,0,0,0,0
11,16,1,AA,JFK,SEA,1403,3,0,0,0,0
10,18,5,AS,SFO,SEA,1337,3,0,0,0,0
10,25,2,DL,ATL,DEN,1979,7,0,0,0,0
1,19,3,UA,LAX,JFK,606,2,0,0,0,0
8,5,1,AS,SFO,DFW,1637,20,0,0,10,1
11,3,7,UA,ATL,DEN,1662,0,0,0,0,0
6,12,1,UA,DFW,DEN,2014,8,0,0,0,0
4,10,2,SW,ORD,DFW,652,0,0,0,0,0
2,3,7,AS,ATL,ORD,2213,0,0,0,0,0
1,1,4,DL,ATL,ORD,1193,6,0,0,0,0
11,19,1,AA,ORD,DFW,1352,43,37,5,0,1
3,13,7,WN,LAX,DFW,1193,4,0,0,0,0
3,3,4,SW,DEN,LAX,2108,45,38,0,0,1
6,22,2,AS,JFK,SEA,1853,7,0,0,0,0
7,26,2,UA,SFO,LAX,985,1,0,0,3,0
3,4,4,DL,ORD,SEA,300,2,0,0,0,0
12,16,4,WN,LAX,SEA,2261,10,0,0,0,0
11,2,3,DL,SEA,LAX,1413,9,2,0,0,0
3,27,4,WN,SEA,JFK,1325,8,0,0,0,0
11,11,7,SW,ORD,ATL,672,5,0,0,0,0
3,2,2,DL,JFK,ORD,828,6,0,0,0,0
12,11,7,SW,SFO,ORD,11,1,0,0,0,0
4,5,3,AS,DEN,SFO,1600,1,0,0,0,0
7,25,6,AA,JFK,SFO,2241,4,0,0,0,0
6,1,4,SW,LAX,DEN,1709,2,0,0,0,0
6,27,5,DL,JFK,ORD,1229,3,0,0,0,0
7,9,1,SW,DFW,ATL,908,8,0,0,0,0
1,3,7,UA,SEA,ATL,2055,4,0,0,0,0
10,22,1,WN,DFW,SFO,2262,37,0,30,0,1
9,24,3,DL,DFW,ATL,1759,39,41,0,0,1
3,24,6,UA,ORD,SEA,1197,1,0,0,0,0
12,6,3,AA,DEN,ORD,2221,7,0,0,9,0
1,8,1,UA,ORD,ATL,1848,9,0,0,0,0
9,4,4,AS,DEN,JFK,341,23,0,22,0,1
9,9,6,AA,LAX,ATL,664,1,0,0,0,0
8,25,6,UA,ATL,DFW,1594,7,0,0,0,0
4,6,2,SW,JFK,SEA,274,10,0,0,0,0
9,25,4,WN,SFO,SEA,1510,99,0,57,36,1
1,22,3,AS,SFO,DFW,30,4,0,0,6,0
10,5,4,WN,SFO,ATL,133,8,0,0,0,0
5,2,7,AA,ATL,DFW,560,3,0,0,0,0
6,28,4,AA,SFO,ATL,2040,23,0,0,18,1
3,23,1,DL,LAX,DFW,464,14,16,0,0,0
3,19,2,SW,LAX,ORD,201,0,0,0,0,0
12,18,5,AS,DEN,SFO,1218,4,0,0,0,0
7,3,6,UA,DEN,SEA,213,101,0,75,30,1
8,26,3,WN,LAX,DFW,650,0,0,0,0,0
6,6,2,AS,LAX,SEA,68,45,0,0,43,1
7,1,6,SW,DEN,SFO,768,7,0,0,0,0
4,27,5,UA,SFO,LAX,1656,3,0,0,0,0
4,20,7,AA,SEA,ORD,2038,22,7,0,16,1
10,6,7,AS,LAX,SEA,1019,28,0,31,0,1
11,13,2,DL,DEN,ATL,2353,8,13,0,0,0
7,4,3,DL,JFK,LAX,602,5,0,0,0,0
7,13,6,SW,DEN,DFW,825,51,0,49,0,1
8,16,3,WN,ATL,DFW,12,0,0,0,0,0
12,15,5,UA,DFW,DEN,452,45,0,35,0,1
9,3,5,WN,SFO,ORD,918,10,0,0,0,0
7,9,2,WN,DFW,DEN,546,14,15,0,0,0
2,9,6,UA,DEN,SEA,404,7,0,0,0,0
1,3,5,AA,DFW,ORD,1032,0,0,0,0,0
11,16,5,AA,ORD,ATL,1340,5,0,0,0,0
1,16,2,DL,LAX,SEA,1254,3,0,0,0,0
10,7,6,WN,SFO,ATL,1556,0,0,0,0,0
6,12,4,DL,SFO,DFW,932,0,0,0,0,0
10,5,2,WN,ATL,ORD,1913,52,0,0,43,1
12,5,2,AS,DFW,LAX,1519,94,16,75,0,1
11,19,4,DL,LAX,DFW,969,34,0,32,0,1
1,16,6,UA,ORD,SEA,26,8,0,0,0,0
6,4,1,SW,DFW,SFO,1137,53,44,0,0,1
9,23,2,AA,LAX,SEA,2341,19,17,0,0,1
12,2,6,DL,DFW,JFK,856,30,0,0,28,1
10,5,1,AA,DFW,ORD,1227,0,0,0,0,0
8,13,1,DL,SFO,ATL,2183,0,0,0,0,0
3,7,1,DL,SEA,ATL,1780,5,0,0,0,0
8,6,7,SW,DFW,DEN,1740,5,0,0,0,0
5,20,2,AS,ATL,ORD,1662,0,0,0,0,0
10,4,7,AS,ORD,ATL,941,10,0,0,0,0
7,21,5,AS,ORD,ATL,2121,2,0,0,0,0
1,17,7,SW,LAX,ORD,2207,3,0,0,0,0
5,11,5,DL,ORD,ATL,1751,11,0,0,14,0
9,5,5,WN,LAX,DEN,2239,70,48,0,17,1
1,2,7,AA,ATL,JFK,99,7,0,0,10,0
2,23,2,WN,LAX,DEN,2207,75,0,80,0,1
12,5,3,UA,SEA,SFO,471,4,0,0,0,0
5,6,1,SW,ORD,SFO,2211,0,0,0,0,0
3,6,7,UA,ATL,DFW,1554,0,0,0,0,0
10,2,1,AS,DEN,LAX,1547,3,0,0,0,0
9,5,4,WN,LAX,ORD,1691,5,0,0,0,0
6,22,1,UA,DEN,JFK,697,41,0,0,45,1
11,16,1,WN,DFW,LAX,1680,6,0,0,0,0
1,25,5,AS,ORD,LAX,264,69,51,15,0,1
9,4,5,SW,ATL,DFW,1059,10,0,0,0,0
8,8,5,DL,SEA,SFO,768,31,0,34,0,1
3,23,4,SW,DEN,SEA,699,4,0,0,0,0
7,10,2,AA,DFW,DEN,534,1,0,0,0,0
2,10,7,UA,LAX,DEN,167,7,0,0,0,0
3,12,7,UA,DEN,JFK,173,6,0,0,0,0
6,18,6,DL,DEN,LAX,95,3,0,0,0,0
5,17,5,SW,ATL,JFK,925,0,0,0,0,0
5,11,6,DL,JFK,DEN,252,0,0,0,0,0
5,8,2,DL,DFW,JFK,1454,0,0,0,0,0
7,24,2,DL,LAX,ATL,387,0,0,0,0,0
9,2,5,DL,DFW,SFO,374,7,0,0,0,0
11,11,2,AA,SEA,JFK,142,10,0,0,0,0
6,13,1,WN,SEA,JFK,2263,12,0,0,11,0
1,26,1,SW,LAX,DFW,1699,71,0,76,0,1
4,23,4,UA,JFK,SFO,2037,0,0,0,0,0
12,14,1,SW,DFW,DEN,1506,0,0,0,0,0
5,20,1,AA,DEN,ATL,2208,5,0,0,0,0
1,19,2,WN,DFW,LAX,645,0,0,0,0,0
4,15,3,UA,SFO,DFW,314,138,59,37,34,1
12,2,7,UA,ATL,JFK,1382,0,0,0,0,0
9,23,1,AA,ORD,DEN,73,0,0,0,0,0
9,7,3,WN,SEA,DEN,362,9,0,0,0,0
2,11,6,DL,LAX,ORD,895,27,0,0,27,1
7,19,1,WN,JFK,DFW,2299,29,0,26,0,1
5,24,1,AA,DFW,ORD,2271,38,33,0,0,1
5,8,4,AS,ORD,DEN,188,0,0,0,0,0
1,4,6,UA,JFK,SFO,73,44,0,47,0,1
5,10,5,DL,ATL,SEA,1855,46,0,0,38,1
10,19,7,WN,DEN,JFK,2263,9,0,0,0,0
2,17,3,DL,SFO,DEN,1573,34,0,0,36,1
5,1,7,SW,DEN,SFO,796,18,0,0,14,1
3,25,4,WN,ATL,DEN,94,0,0,0,0,0
8,25,4,AA,JFK,LAX,884,2,0,0,0,0
6,22,6,SW,SFO,SEA,999,0,0,0,0,0
5,27,1,UA,SEA,SFO,482,8,0,0,0,0
6,1,5,DL,SEA,DEN,1469,91,0,84,0,1
10,13,3,WN,LAX,JFK,887,72,30,0,43,1
4,26,5,UA,SFO,JFK,492,0,0,0,0,0
4,19,7,UA,DEN,SEA,166,9,0,0,14,0
1,22,7,SW,SEA,DEN,1600,0,0,0,0,0
7,17,2,AA,LAX,SEA,791,0,0,0,0,0
1,3,4,SW,ATL,SFO,1143,45,40,0,0,1
1,15,4,DL,DFW,JFK,1815,25,0,0,23,1
11,9,3,AA,JFK,DFW,1813,27,0,0,28,1
12,13,7,WN,ORD,SFO,561,41,0,0,31,1
7,2,2,SW,LAX,JFK,1079,56,59,0,0,1
4,7,2,WN,DFW,ATL,543,0,0,0,0,0
4,12,4,AA,JFK,DEN,324,0,0,0,0,0
11,4,1,SW,ORD,ATL,1555,5,0,0,0,0
3,15,4,SW,SFO,DFW,496,4,0,0,0,0
5,9,5,AA,ORD,JFK,1323,53,55,0,0,1
7,9,3,AA,DFW,DEN,839,0,0,0,0,0
3,15,6,WN,ORD,LAX,307,10,10,0,0,0
2,21,2,UA,SEA,LAX,2345,9,0,0,0,0
4,25,4,DL,DFW,ATL,2110,0,0,0,0,0
6,8,5,WN,ATL,DEN,2230,0,0,0,0,0
8,16,6,AA,SEA,JFK,2033,0,0,0,0,0
1,12,7,AA,SEA,DEN,588,59,53,0,0,1
6,22,2,AA,SEA,SFO,1499,19,21,0,0,1
11,9,4,SW,ORD,SEA,298,35,0,0,36,1
6,19,4,WN,ATL,SFO,2188,4,0,0,0,0
9,28,1,DL,ORD,ATL,1355,2,0,0,0,0
11,27,5,WN,DEN,SFO,1195,0,0,0,0,0
11,3,3,UA,JFK,SFO,2235,0,0,0,0,0
12,21,4,AA,SFO,LAX,963,1,0,0,0,0
9,25,6,DL,ATL,SFO,1851,0,0,0,0,0
12,21,6,WN,JFK,DEN,2179,8,0,0,0,0
9,16,6,DL,ORD,DFW,2114,5,0,0,0,0
11,17,1,WN,ORD,SEA,972,6,0,0,0,0
7,13,6,SW,SFO,SEA,1870,49,0,15,34,1
12,11,7,UA,DEN,ORD,747,1,0,0,0,0
3,12,7,SW,DEN,LAX,1010,71,0,68,0,1
7,27,7,DL,DFW,SFO,2345,10,0,0,5,0
3,18,7,UA,JFK,LAX,1406,39,0,0,37,1
12,8,3,SW,SFO,ATL,915,52,0,0,45,1
6,12,1,AS,JFK,DEN,1076,0,0,0,0,0
10,11,7,WN,DEN,JFK,1071,0,0,0,0,0
11,17,7,SW,LAX,JFK,463,17,0,0,12,1
10,8,3,AA,LAX,JFK,1491,9,0,0,0,0
2,11,7,UA,DFW,ATL,887,8,0,0,0,0
8,24,7,SW,LAX,ORD,1745,42,0,0,39,1
3,23,7,AS,LAX,DFW,356,20,22,0,0,1
12,19,5,WN,ATL,SFO,539,84,0,46,32,1
7,6,2,UA,SEA,DFW,239,8,0,0,0,0
8,18,4,UA,DEN,JFK,686,3,0,0,0,0
9,21,3,AS,SEA,ORD,1299,0,0,0,0,0
5,20,1,AA,SEA,ORD,104,0,0,0,0,0
3,26,3,UA,DFW,SFO,950,34,15,14,0,1
2,7,1,UA,SFO,DFW,138,0,0,0,0,0
11,4,3,UA,DEN,JFK,2129,10,0,0,0,0
3,16,7,AS,DFW,DEN,1839,4,0,0,0,0
11,14,2,AS,ATL,ORD,1500,6,0,0,0,0
5,7,1,SW,DFW,JFK,708,9,0,0,8,0
2,5,2,SW,ORD,JFK,29,0,0,0,0,0
9,8,4,UA,JFK,LAX,835,20,0,0,10,1
7,17,6,AA,JFK,LAX,740,6,0,0,0,0
9,21,3,WN,ORD,DEN,633,0,0,0,0,0
9,27,7,AS,JFK,DFW,2268,6,0,6,0,0
12,15,1,AS,JFK,LAX,259,1,0,0,0,0
10,21,5,DL,ATL,DFW,744,1,0,0,0,0
12,14,2,AA,SEA,JFK,1339,2,0,0,0,0
9,18,2,DL,ORD,DFW,1489,1,0,0,0,0
6,18,3,UA,SEA,ATL,2003,10,0,0,0,0
4,6,7,WN,DEN,LAX,80,10,0,0,0,0
10,23,6,AA,ORD,DEN,1797,44,36,0,3,1
4,22,5,WN,JFK,SFO,460,0,0,0,0,0
10,18,5,DL,ORD,LAX,115,30,0,0,23,1
12,26,6,AA,DFW,LAX,154,9,0,0,0,0
9,17,5,SW,JFK,ORD,862,6,0,0,0,0
3,8,6,SW,SEA,ATL,165,7,0,0,0,0
11,3,7,SW,SFO,ATL,1885,50,53,0,0,1
1,25,2,AS,ORD,JFK,1426,26,0,25,0,1
1,20,7,DL,ATL,SFO,1702,84,0,87,0,1
10,4,2,WN,ATL,SEA,618,72,0,20,43,1
7,15,7,AS,ORD,ATL,471,14,0,0,7,0
7,4,2,DL,ATL,LAX,130,9,0,0,0,0
4,7,5,AS,DFW,ATL,1202,0,0,0,0,0
11,6,4,AS,DEN,JFK,2133,0,0,0,0,0
2,10,1,SW,SEA,SFO,2149,47,0,0,42,1
3,5,5,UA,SEA,LAX,70,6,0,0,0,0
6,24,4,AA,ATL,JFK,879,10,0,0,0,0
1,25,1,DL,JFK,ATL,581,5,0,0,0,0
9,12,4,UA,ORD,LAX,110,45,0,19,30,1
7,4,3,SW,ORD,DEN,945,35,0,0,39,1
8,24,6,AA,SEA,DFW,91,34,0,36,0,1
6,11,3,DL,ATL,ORD,1169,88,3,78,0,1
8,19,7,AS,JFK,ORD,1733,34,0,0,28,1
6,10,4,DL,DFW,ORD,1964,27,0,32,0,1
2,2,5,AA,LAX,JFK,2106,8,0,0,0,0
9,8,1,WN,SEA,ORD,368,0,0,0,0,0
12,22,3,WN,LAX,ORD,124,52,0,43,0,1
2,7,5,AA,SEA,DFW,416,0,0,0,0,0
1,27,7,UA,SFO,DEN,1128,0,0,0,0,0
12,7,1,AA,SEA,LAX,1429,8,0,0,0,0
12,14,5,UA,JFK,ATL,837,26,0,25,0,1
10,13,2,WN,DEN,JFK,1791,19,0,0,22,1
9,8,7,DL,JFK,ATL,131,21,17,0,0,1
6,21,5,AA,LAX,JFK,477,40,37,0,0,1
1,1,6,AS,DEN,SFO,966,48,0,0,45,1
10,1,3,DL,LAX,DFW,705,80,39,0,37,1
11,27,5,WN,SEA,JFK,2167,1,0,0,0,0
8,19,4,AS,LAX,JFK,1698,8,0,0,0,0
7,4,2,DL,JFK,ORD,201,0,0,0,0,0
6,14,2,DL,DEN,SFO,2328,0,0,0,0,0
2,23,7,UA,ORD,DEN,571,87,29,58,0,1
2,3,4,AA,ORD,SEA,112,0,0,0,0,0
4,12,6,AS,JFK,LAX,458,32,28,0,0,1
11,17,1,AA,SEA,ORD,1245,24,0,0,22,1
10,15,5,UA,JFK,ATL,2208,0,0,0,0,0
7,16,3,WN,LAX,JFK,736,45,0,0,38,1
2,25,6,AS,LAX,ORD,2092,0,0,0,0,0
10,22,4,SW,ORD,DEN,1606,10,0,0,0,0
11,21,1,UA,ATL,SFO,1452,19,0,11,0,1
2,12,4,AA,JFK,DEN,1016,2,0,0,0,0
6,24,4,UA,LAX,JFK,1885,7,0,0,0,0
3,10,6,AA,SEA,SFO,1159,3,0,0,0,0
10,14,1,UA,JFK,DEN,1279,19,0,0,21,1
7,5,2,UA,DFW,JFK,1665,38,0,0,36,1
5,18,4,SW,DFW,SFO,168,32,0,33,0,1
9,15,5,SW,LAX,DEN,90,47,0,38,7,1
6,22,7,SW,ORD,JFK,837,35,0,27,0,1
1,11,2,DL,ATL,DFW,1315,37,0,42,0,1
3,12,3,UA,JFK,LAX,1073,41,0,40,0,1
12,10,3,AA,SEA,DFW,258,0,0,0,0,0
9,5,6,UA,ATL,SFO,2216,9,0,0,0,0
9,5,1,UA,LAX,DEN,1109,19,0,0,14,1
10,6,4,AS,SEA,ORD,2236,2,0,0,0,0
12,19,4,AS,JFK,ORD,2075,0,0,0,0,0
6,11,5,UA,SFO,JFK,201,0,0,0,0,0
1,28,6,WN,SFO,LAX,1562,27,0,14,5,1
11,24,1,DL,SEA,LAX,1725,0,0,0,0,0
2,17,5,UA,SFO,ORD,228,7,0,3,0,0
3,10,5,SW,DEN,LAX,192,3,0,0,0,0
12,28,5,SW,SEA,DFW,2037,0,0,0,0,0
1,27,7,UA,SFO,DFW,1491,0,0,0,0,0
10,15,7,UA,SFO,LAX,787,10,0,0,8,0
6,9,7,WN,SEA,JFK,535,4,0,0,0,0
1,4,4,AS,SFO,DEN,1421,96,0,88,0,1
3,28,2,AA,ORD,LAX,1204,10,0,0,0,0
12,22,4,UA,SEA,LAX,1294,14,0,0,11,0
12,4,1,UA,DEN,SFO,2117,29,0,0,34,1
2,16,5,SW,SEA,DFW,2025,54,0,10,38,1
8,26,1,UA,JFK,LAX,1673,8,0,0,0,0
2,5,6,AA,ORD,ATL,835,10,0,0,0,0
6,8,4,UA,SEA,JFK,2180,35,35,0,0,1
6,9,5,DL,DEN,LAX,505,5,0,0,0,0
5,12,7,UA,ATL,LAX,1758,9,0,0,0,0
6,24,2,DL,LAX,ATL,573,9,0,0,0,0
5,25,5,SW,JFK,SFO,347,1,0,0,0,0
4,22,3,AS,ORD,DEN,695,55,55,0,0,1
2,16,3,AS,ATL,SEA,2223,99,54,49,0,1
5,11,6,AS,DFW,ATL,1583,0,0,0,0,0
5,20,2,UA,DFW,ORD,48,56,58,0,0,1
9,3,6,WN,JFK,DFW,2069,6,0,0,0,0
3,9,3,UA,SFO,ORD,1072,6,0,0,0,0
12,3,4,SW,DFW,DEN,2262,5,0,0,0,0
4,21,5,AA,ORD,SFO,1869,7,0,0,0,0
10,19,5,WN,ORD,JFK,249,0,0,0,0,0
8,4,3,WN,ORD,DFW,1543,7,0,0,0,0
12,9,2,UA,ORD,LAX,2280,17,0,0,15,1
10,26,1,DL,LAX,SEA,2251,1,0,0,0,0
3,17,7,SW,ATL,SEA,2281,2,0,0,7,0
3,8,2,AA,ATL,LAX,2138,11,0,0,1,0
12,13,1,AA,LAX,JFK,1210,5,0,0,3,0
9,10,3,AS,DFW,SEA,348,3,0,0,0,0
7,26,7,SW,ORD,LAX,1289,0,0,0,0,0
1,1,2,AS,ATL,DEN,1655,42,0,35,0,1
8,27,1,UA,ATL,SEA,188,8,0,0,0,0
5,3,1,AA,SEA,ORD,1225,2,0,0,0,0
5,1,7,WN,SFO,ATL,1633,10,0,0,0,0
1,17,5,AA,SFO,JFK,2300,4,0,0,0,0
9,5,4,SW,SEA,LAX,1590,8,0,0,0,0
9,18,5,AS,LAX,DEN,2167,0,0,0,0,0
6,1,3,SW,SEA,LAX,1486,53,0,58,0,1
12,20,2,DL,ATL,LAX,543,9,0,0,0,0
11,17,5,SW,ORD,DEN,60,6,0,0,0,0
3,3,7,WN,SFO,ORD,2090,9,0,0,0,0
5,23,1,AS,ORD,DEN,1215,33,0,0,34,1
5,3,5,AS,SEA,LAX,1784,10,0,0,0,0
6,17,5,AA,JFK,ATL,1082,0,0,0,0,0
9,12,6,UA,SFO,DFW,185,35,0,0,36,1
3,28,7,UA,JFK,SEA,0,33,0,6,25,1
12,11,4,UA,ATL,DEN,703,60,0,60,0,1
9,20,3,AS,DEN,ATL,239,33,33,0,0,1
3,23,3,AS,JFK,LAX,369,6,0,0,0,0
1,16,1,AA,SFO,DEN,241,56,36,0,11,1
2,27,6,AA,SFO,LAX,1750,111,56,46,0,1
1,27,5,DL,DFW,ATL,134,0,0,0,0,0
1,16,3,AS,LAX,SFO,2351,4,0,0,0,0
4,26,6,DL,JFK,DFW,2274,0,0,0,0,0
10,9,3,WN,LAX,DEN,360,0,0,0,0,0
8,7,7,UA,LAX,ORD,289,73,21,45,0,1
4,22,2,AA,JFK,ORD,873,9,0,0,0,0
5,17,7,DL,SFO,JFK,620,42,0,34,0,1
1,24,4,WN,DFW,SFO,2244,4,0,0,0,0
9,17,2,SW,DEN,LAX,1302,4,0,0,0,0
7,5,5,AA,SFO,ORD,217,0,0,0,0,0
7,12,4,SW,SFO,ORD,327,0,0,0,0,0
12,27,1,SW,ATL,SFO,1365,44,0,0,40,1
12,1,6,SW,LAX,ORD,408,7,0,0,0,0
2,20,6,AA,ORD,DFW,1208,0,0,0,0,0
3,21,1,WN,SFO,LAX,1290,0,0,0,0,0
11,6,1,AA,ORD,LAX,1792,6,0,0,0,0
1,1,2,WN,ATL,LAX,1308,0,0,0,0,0
6,26,6,AS,DEN,DFW,1391,110,18,63,28,1
3,15,5,SW,ATL,DFW,1499,0,0,0,0,0
1,1,4,UA,DFW,ORD,49,23,0,0,17,1
3,2,2,WN,ATL,SFO,1164,32,34,0,0,1
4,21,3,SW,ORD,SFO,1471,5,0,0,0,0
3,2,3,WN,LAX,ATL,242,0,0,0,0,0
11,1,4,SW,SEA,JFK,2242,37,34,0,0,1
1,25,6,DL,JFK,DEN,1093,31,0,27,0,1
5,19,6,UA,DFW,ATL,11,0,0,0,0,0
6,11,1,DL,ORD,SEA,1425,32,0,27,0,1
5,5,4,DL,DEN,ATL,1881,10,0,0,11,0
4,26,2,UA,SFO,JFK,390,55,47,0,0,1
11,2,3,DL,ATL,SEA,2215,0,0,0,0,0
3,4,1,WN,SEA,DFW,900,48,0,0,43,1
8,11,7,SW,JFK,ORD,2316,83,0,75,0,1
5,6,4,AA,DFW,JFK,984,0,0,0,0,0
8,12,3,SW,ORD,ATL,1047,37,0,0,38,1
1,15,1,AA,SFO,JFK,663,20,0,0,12,1
12,6,1,AS,ORD,ATL,1444,46,0,0,36,1
12,1,6,UA,LAX,DEN,435,6,0,0,0,0
6,18,5,AA,SFO,DEN,1899,0,0,0,0,0
7,18,5,AA,ATL,JFK,1391,1,0,0,0,0
2,18,4,SW,ORD,SFO,1964,4,0,0,0,0
1,22,1,SW,ORD,LAX,1952,74,0,70,0,1
9,5,6,DL,ORD,SEA,636,8,5,0,0,0
11,7,6,DL,LAX,ATL,1726,1,0,0,0,0
12,1,6,DL,ATL,ORD,147,0,0,0,0,0
